"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 09, 2014","88.692","89.210","89.280","88.155","64.12K","-0.40%"
"Dec 08, 2014","89.047","89.435","89.565","88.910","45.09K","-0.35%"
"Dec 05, 2014","89.360","88.665","89.495","88.650","42.74K","0.70%"
"Dec 04, 2014","88.735","88.970","89.200","88.230","67.52K","-0.29%"
"Dec 03, 2014","88.993","88.675","89.060","88.630","34.68K","0.33%"
"Dec 02, 2014","88.703","88.025","88.730","87.995","36.44K","0.82%"
"Dec 01, 2014","87.982","88.370","88.505","87.805","43.34K","-0.49%"
"Nov 28, 2014","88.413","88.135","88.455","87.995","26.82K","0.87%"
"Nov 27, 2014","87.649","87.730","88.025","87.575","6.91K","0.00%"
"Nov 26, 2014","87.649","87.925","88.105","87.560","27.57K","-0.36%"
"Nov 25, 2014","87.962","88.225","88.400","87.870","33.88K","-0.28%"
"Nov 24, 2014","88.206","88.445","88.515","88.145","26.08K","-0.23%"
"Nov 21, 2014","88.405","87.720","88.480","87.505","55.32K","0.84%"
"Nov 20, 2014","87.667","87.780","88.010","87.540","38.42K","-0.05%"
"Nov 19, 2014","87.711","87.740","87.850","87.365","45.97K","0.08%"
"Nov 18, 2014","87.645","87.950","87.970","87.565","26.25K","-0.41%"
"Nov 17, 2014","88.010","87.650","88.055","87.230","28.65K","0.48%"
"Nov 14, 2014","87.593","87.950","88.365","87.455","54.44K","-0.18%"
"Nov 13, 2014","87.752","87.900","87.960","87.700","24.05K","-0.18%"
"Nov 12, 2014","87.906","87.765","87.980","87.470","32.51K","0.21%"
"Nov 11, 2014","87.719","87.830","88.155","87.430","26.76K","-0.22%"
"Nov 10, 2014","87.911","87.630","87.930","87.210","35.40K","0.21%"
"Nov 07, 2014","87.726","88.175","88.315","87.545","65.23K","-0.46%"
"Nov 06, 2014","88.134","87.580","88.270","87.230","55.06K","0.65%"
"Nov 05, 2014","87.567","87.105","87.720","87.050","35.20K","0.55%"
"Nov 04, 2014","87.092","87.365","87.385","86.975","32.51K","-0.36%"
"Nov 03, 2014","87.407","87.130","87.540","87.125","40.07K","0.45%"
"Oct 31, 2014","87.016","86.250","87.245","86.230","64.77K","0.91%"
"Oct 30, 2014","86.232","86.095","86.585","86.075","35.21K","0.23%"
"Oct 29, 2014","86.036","85.435","86.130","85.245","35.65K","0.66%"
"Oct 28, 2014","85.473","85.615","85.750","85.290","28.26K","-0.10%"
"Oct 27, 2014","85.561","85.800","85.800","85.475","22.24K","-0.30%"
"Oct 24, 2014","85.818","85.925","86.015","85.615","25.21K","-0.15%"
"Oct 23, 2014","85.946","85.870","86.050","85.755","20.05K","0.11%"
"Oct 22, 2014","85.854","85.470","85.895","85.325","34.25K","0.53%"
"Oct 21, 2014","85.404","85.130","85.460","84.795","32.41K","0.43%"
"Oct 20, 2014","85.038","85.330","85.470","84.990","17.65K","-0.21%"
"Oct 17, 2014","85.213","85.025","85.355","84.855","26.57K","0.20%"
"Oct 16, 2014","85.041","85.000","85.530","84.835","59.86K","-0.23%"
"Oct 15, 2014","85.241","86.035","86.130","84.525","116.40K","-0.81%"
"Oct 14, 2014","85.941","85.420","86.005","85.385","29.92K","0.25%"
"Oct 13, 2014","85.727","85.900","85.935","85.205","21.54K","-0.35%"
"Oct 10, 2014","86.031","85.655","86.105","85.515","28.19K","0.44%"
"Oct 09, 2014","85.655","85.365","85.785","85.015","55.45K","0.29%"
"Oct 08, 2014","85.407","85.755","86.030","85.290","51.01K","-0.43%"
"Oct 07, 2014","85.778","85.930","86.225","85.645","42.70K","-0.31%"
"Oct 06, 2014","86.044","86.800","86.845","85.735","43.43K","-0.90%"
"Oct 03, 2014","86.823","85.725","86.870","85.715","55.58K","1.32%"
"Oct 02, 2014","85.690","85.965","86.020","85.545","53.06K","-0.45%"
"Oct 01, 2014","86.076","86.050","86.295","85.890","38.96K","0.03%"
"Sep 30, 2014","86.047","85.740","86.335","85.620","35.42K","0.39%"
"Sep 29, 2014","85.716","85.810","85.930","85.590","21.88K","-0.06%"
"Sep 26, 2014","85.767","85.275","85.825","85.235","24.32K","0.54%"
"Sep 25, 2014","85.303","85.200","85.615","85.165","39.06K","0.17%"
"Sep 24, 2014","85.155","84.775","85.220","84.705","30.89K","0.44%"
"Sep 23, 2014","84.779","84.805","84.875","84.460","24.75K","-0.10%"
"Sep 22, 2014","84.863","84.930","84.975","84.645","18.20K","-0.00%"
"Sep 19, 2014","84.865","84.370","84.935","84.335","37.09K","0.52%"
"Sep 18, 2014","84.430","84.865","84.900","84.340","32.28K","-0.07%"
"Sep 17, 2014","84.486","84.235","84.860","84.075","66.61K","0.30%"
"Sep 16, 2014","84.231","84.375","84.495","84.005","35.28K","-0.02%"
"Sep 15, 2014","84.250","84.170","84.370","84.150","0.74K","0.01%"
"Sep 12, 2014","84.240","84.295","84.425","84.090","16.34K","-0.08%"
"Sep 11, 2014","84.304","84.255","84.355","84.080","33.30K","0.01%"
"Sep 10, 2014","84.293","84.120","84.435","84.065","58.23K","0.01%"
"Sep 09, 2014","84.284","84.350","84.525","84.050","43.28K","0.05%"
"Sep 08, 2014","84.241","83.885","84.380","83.820","43.30K","0.58%"
"Sep 05, 2014","83.757","83.935","83.965","83.585","39.22K","-0.09%"
"Sep 04, 2014","83.834","82.890","83.895","82.865","42.98K","1.14%"
"Sep 03, 2014","82.888","83.005","83.075","82.860","17.19K","-0.15%"
"Sep 02, 2014","83.010","82.780","83.060","82.780","20.30K","0.27%"
"Sep 01, 2014","82.783","82.780","82.835","82.695","6.02K","0.00%"
"Aug 29, 2014","82.783","82.495","82.790","82.445","19.82K","0.32%"
"Aug 28, 2014","82.516","82.490","82.625","82.340","19.80K","0.08%"
"Aug 27, 2014","82.449","82.690","82.755","82.425","19.54K","-0.28%"
"Aug 26, 2014","82.679","82.640","82.735","82.480","16.42K","0.10%"
"Aug 25, 2014","82.593","82.620","82.690","82.490","11.96K","0.26%"
"Aug 22, 2014","82.377","82.235","82.510","82.125","31.68K","0.21%"
"Aug 21, 2014","82.208","82.290","82.420","82.160","17.39K","-0.09%"
"Aug 20, 2014","82.280","81.940","82.330","81.930","22.18K","0.42%"
"Aug 19, 2014","81.937","81.650","81.955","81.640","24.22K","0.37%"
"Aug 18, 2014","81.631","81.500","81.660","81.430","11.65K","0.20%"
"Aug 15, 2014","81.469","81.650","81.675","81.420","22.83K","-0.22%"
"Aug 14, 2014","81.647","81.665","81.760","81.450","18.88K","-0.01%"
"Aug 13, 2014","81.657","81.575","81.735","81.415","21.24K","0.13%"
"Aug 12, 2014","81.555","81.535","81.745","81.530","15.29K","0.02%"
"Aug 11, 2014","81.535","81.470","81.550","81.465","8.32K","0.10%"
"Aug 08, 2014","81.454","81.625","81.670","81.315","27.75K","-0.19%"
"Aug 07, 2014","81.605","81.500","81.720","81.450","27.73K","0.12%"
"Aug 06, 2014","81.507","81.615","81.775","81.465","27.74K","-0.13%"
"Aug 05, 2014","81.611","81.400","81.705","81.370","24.50K","0.25%"
"Aug 04, 2014","81.405","81.395","81.460","81.360","11.58K","0.03%"
"Aug 01, 2014","81.377","81.530","81.615","81.265","33.88K","-0.18%"
"Jul 31, 2014","81.523","81.500","81.660","81.465","24.11K","0.01%"
"Jul 30, 2014","81.516","81.290","81.645","81.280","29.80K","0.25%"
"Jul 29, 2014","81.315","81.090","81.340","81.085","15.27K","0.24%"
"Jul 28, 2014","81.122","81.150","81.160","81.065","11.56K","-0.00%"
"Jul 25, 2014","81.125","80.945","81.200","80.900","24.57K","0.20%"
"Jul 24, 2014","80.962","80.890","80.985","80.815","17.43K","0.06%"
"Jul 23, 2014","80.915","80.870","80.920","80.805","14.12K","0.06%"
"Jul 22, 2014","80.865","80.640","80.925","80.610","31.96K","0.30%"
"Jul 21, 2014","80.627","80.580","80.665","80.490","11.52K","0.04%"
"Jul 18, 2014","80.595","80.605","80.755","80.545","20.98K","0.03%"
"Jul 17, 2014","80.570","80.595","80.665","80.540","13.44K","-0.07%"
"Jul 16, 2014","80.625","80.420","80.655","80.420","16.34K","0.22%"
"Jul 15, 2014","80.446","80.210","80.470","80.175","26.23K","0.27%"
"Jul 14, 2014","80.230","80.220","80.285","80.120","8.43K","0.00%"
"Jul 11, 2014","80.229","80.185","80.280","80.070","11.98K","0.07%"
"Jul 10, 2014","80.170","80.055","80.245","80.020","13.26K","0.16%"
"Jul 09, 2014","80.042","80.195","80.275","80.025","18.69K","-0.22%"
"Jul 08, 2014","80.221","80.265","80.345","80.190","7.89K","-0.06%"
"Jul 07, 2014","80.267","80.330","80.405","80.240","11.01K","-0.02%"
"Jul 04, 2014","80.281","80.270","80.355","80.240","2.86K","0.00%"
"Jul 03, 2014","80.281","79.990","80.600","79.975","23.38K","0.37%"
"Jul 02, 2014","79.985","79.860","80.025","79.835","15.15K","0.18%"
"Jul 01, 2014","79.845","79.840","79.895","79.770","18.40K","0.04%"
"Jun 30, 2014","79.811","80.075","80.125","79.800","24.94K","-0.34%"
"Jun 27, 2014","80.086","80.255","80.270","80.060","16.75K","-0.24%"
"Jun 26, 2014","80.279","80.255","80.440","80.190","19.95K","0.02%"
"Jun 25, 2014","80.265","80.385","80.410","80.140","27.80K","-0.16%"
"Jun 24, 2014","80.393","80.355","80.505","80.255","15.47K","0.07%"
"Jun 23, 2014","80.338","80.445","80.465","80.315","9.91K","-0.13%"
"Jun 20, 2014","80.441","80.370","80.575","80.280","13.79K","0.06%"
"Jun 19, 2014","80.396","80.470","80.520","80.240","25.78K","-0.34%"
"Jun 18, 2014","80.670","80.700","80.970","80.470","20.25K","-0.06%"
"Jun 17, 2014","80.716","80.555","80.760","80.485","10.82K","0.31%"
"Jun 16, 2014","80.468","80.640","80.710","80.505","1.33K","-0.23%"
"Jun 13, 2014","80.656","80.595","80.715","80.455","13.68K","0.08%"
"Jun 12, 2014","80.590","80.780","80.840","80.540","19.60K","-0.27%"
"Jun 11, 2014","80.809","80.835","80.915","80.695","25.40K","-0.05%"
"Jun 10, 2014","80.846","80.645","80.885","80.575","19.33K","0.20%"
"Jun 09, 2014","80.682","80.445","80.705","80.330","17.92K","0.32%"
"Jun 06, 2014","80.427","80.400","80.555","80.265","26.06K","0.03%"
"Jun 05, 2014","80.403","80.685","81.065","80.345","53.91K","-0.38%"
"Jun 04, 2014","80.706","80.600","80.715","80.510","13.36K","0.14%"
"Jun 03, 2014","80.593","80.690","80.715","80.475","13.46K","-0.12%"
"Jun 02, 2014","80.690","80.405","80.730","80.405","21.37K","0.36%"
"May 30, 2014","80.404","80.535","80.545","80.350","10.07K","-0.17%"
"May 29, 2014","80.540","80.610","80.610","80.400","12.37K","-0.10%"
"May 28, 2014","80.620","80.400","80.630","80.380","13.97K","0.27%"
"May 27, 2014","80.405","80.335","80.520","80.225","12.49K","-0.06%"
"May 26, 2014","80.450","80.450","80.485","80.295","2.50K","0.00%"
"May 23, 2014","80.450","80.295","80.490","80.285","10.91K","0.18%"
"May 22, 2014","80.305","80.135","80.335","80.125","10.92K","0.19%"
"May 21, 2014","80.150","80.075","80.370","79.940","17.89K","0.07%"
"May 20, 2014","80.093","80.080","80.170","80.055","7.93K","0.06%"
"May 19, 2014","80.048","80.110","80.110","79.935","10.52K","-0.07%"
"May 16, 2014","80.107","80.060","80.180","80.030","12.15K","0.05%"
"May 15, 2014","80.064","80.115","80.405","79.985","23.00K","-0.09%"
"May 14, 2014","80.135","80.170","80.185","80.050","15.35K","-0.10%"
"May 13, 2014","80.213","79.955","80.285","79.920","26.80K","0.31%"
"May 12, 2014","79.965","79.915","79.970","79.840","12.50K","0.00%"
"May 09, 2014","79.961","79.460","79.970","79.460","27.41K","0.70%"
"May 08, 2014","79.402","79.270","79.505","78.930","44.18K","0.20%"
"May 07, 2014","79.243","79.165","79.290","79.125","16.46K","0.15%"
"May 06, 2014","79.126","79.550","79.565","79.090","27.54K","-0.51%"
"May 05, 2014","79.530","79.560","79.580","79.485","8.13K","-0.04%"
"May 02, 2014","79.563","79.560","79.935","79.515","23.76K","-0.02%"
"May 01, 2014","79.579","79.570","79.605","79.480","7.32K","0.06%"
"Apr 30, 2014","79.532","79.865","80.020","79.510","21.87K","-0.44%"
"Apr 29, 2014","79.881","79.760","79.920","79.660","10.32K","0.15%"
"Apr 28, 2014","79.762","79.805","79.910","79.615","11.60K","-0.07%"
"Apr 25, 2014","79.818","79.845","79.880","79.735","8.59K","-0.07%"
"Apr 24, 2014","79.877","79.925","80.055","79.810","12.19K","-0.07%"
"Apr 23, 2014","79.935","79.980","80.005","79.770","13.26K","-0.08%"
"Apr 22, 2014","79.995","80.065","80.065","79.865","11.18K","-0.04%"
"Apr 21, 2014","80.030","79.940","80.060","79.865","7.59K","0.16%"
"Apr 17, 2014","79.903","79.870","79.950","79.650","7.53K","0.03%"
"Apr 16, 2014","79.883","79.895","79.955","79.715","10.73K","-0.01%"
"Apr 15, 2014","79.888","79.850","79.985","79.760","11.18K","0.10%"
"Apr 14, 2014","79.805","79.630","79.905","79.620","10.51K","0.35%"
"Apr 11, 2014","79.523","79.480","79.630","79.430","12.80K","0.09%"
"Apr 10, 2014","79.450","79.615","79.645","79.385","22.54K","-0.13%"
"Apr 09, 2014","79.553","79.875","79.955","79.535","20.31K","-0.35%"
"Apr 08, 2014","79.835","80.345","80.350","79.800","25.96K","-0.65%"
"Apr 07, 2014","80.355","80.570","80.595","80.310","10.47K","-0.27%"
"Apr 04, 2014","80.571","80.600","80.770","80.485","24.50K","-0.09%"
"Apr 03, 2014","80.640","80.380","80.685","80.240","40.19K","0.33%"
"Apr 02, 2014","80.372","80.245","80.435","80.150","15.83K","0.15%"
"Apr 01, 2014","80.249","80.255","80.285","80.125","10.64K","-0.01%"
"Mar 31, 2014","80.254","80.350","80.575","80.115","21.11K","-0.10%"
"Mar 28, 2014","80.335","80.295","80.400","80.205","12.67K","0.10%"
"Mar 27, 2014","80.252","80.165","80.350","80.100","15.61K","0.10%"
"Mar 26, 2014","80.169","80.120","80.290","80.060","11.94K","0.10%"
"Mar 25, 2014","80.088","80.085","80.420","80.005","17.64K","0.01%"
"Mar 24, 2014","80.079","80.270","80.450","79.900","18.28K","-0.23%"
"Mar 21, 2014","80.261","80.335","80.385","80.195","20.16K","-0.11%"
"Mar 20, 2014","80.353","80.180","80.505","80.055","28.09K","0.27%"
"Mar 19, 2014","80.133","79.520","80.250","79.490","25.76K","0.74%"
"Mar 18, 2014","79.544","79.515","79.675","79.425","16.75K","0.29%"
"Mar 17, 2014","79.311","79.425","79.555","79.330","1.43K","-0.16%"
"Mar 14, 2014","79.438","79.605","79.695","79.325","14.41K","-0.24%"
"Mar 13, 2014","79.626","79.640","79.695","79.275","26.54K","0.02%"
"Mar 12, 2014","79.612","79.800","79.850","79.550","33.36K","-0.15%"
"Mar 11, 2014","79.735","79.770","79.940","79.710","21.54K","-0.04%"
"Mar 10, 2014","79.769","79.685","79.830","79.635","19.69K","0.06%"
"Mar 07, 2014","79.722","79.675","79.855","79.440","26.14K","0.07%"
"Mar 06, 2014","79.665","80.120","80.210","79.590","35.47K","-0.56%"
"Mar 05, 2014","80.117","80.140","80.285","80.060","15.26K","-0.08%"
"Mar 04, 2014","80.183","80.100","80.220","79.925","15.66K","0.12%"
"Mar 03, 2014","80.090","79.855","80.110","79.780","22.93K","0.46%"
"Feb 28, 2014","79.720","80.280","80.325","79.700","30.16K","-0.73%"
"Feb 27, 2014","80.306","80.420","80.600","80.255","19.97K","-0.20%"
"Feb 26, 2014","80.463","80.160","80.555","80.125","22.71K","0.37%"
"Feb 25, 2014","80.165","80.255","80.295","80.050","16.55K","-0.07%"
"Feb 24, 2014","80.225","80.275","80.400","80.125","11.98K","-0.06%"
"Feb 21, 2014","80.270","80.355","80.440","80.205","13.85K","-0.06%"
"Feb 20, 2014","80.316","80.215","80.465","80.070","19.57K","0.16%"
"Feb 19, 2014","80.186","80.010","80.280","79.950","17.97K","0.17%"
"Feb 18, 2014","80.046","80.200","80.265","80.000","17.20K","-0.17%"
"Feb 17, 2014","80.179","80.160","80.205","79.990","4.07K","0.00%"
"Feb 14, 2014","80.179","80.350","80.360","80.105","17.48K","-0.25%"
"Feb 13, 2014","80.378","80.745","80.750","80.245","25.28K","-0.45%"
"Feb 12, 2014","80.741","80.705","80.915","80.570","18.61K","0.05%"
"Feb 11, 2014","80.704","80.610","80.745","80.510","24.07K","-0.03%"
"Feb 10, 2014","80.727","80.820","80.840","80.665","10.59K","-0.04%"
"Feb 07, 2014","80.758","80.965","81.095","80.630","20.86K","-0.30%"
"Feb 06, 2014","81.002","81.160","81.350","80.805","28.10K","-0.16%"
"Feb 05, 2014","81.129","81.215","81.345","80.820","24.51K","-0.12%"
"Feb 04, 2014","81.224","81.170","81.325","81.075","14.22K","0.14%"
"Feb 03, 2014","81.110","81.385","81.420","81.090","20.22K","-0.36%"
"Jan 31, 2014","81.403","81.175","81.440","81.080","23.50K","0.26%"
"Jan 30, 2014","81.193","80.640","81.245","80.635","24.07K","0.76%"
"Jan 29, 2014","80.581","80.710","80.900","80.515","22.06K","-0.09%"
"Jan 28, 2014","80.657","80.590","80.845","80.475","13.15K","0.06%"
"Jan 27, 2014","80.612","80.530","80.650","80.390","14.36K","0.09%"
"Jan 24, 2014","80.541","80.565","80.640","80.220","26.81K","0.02%"
"Jan 23, 2014","80.525","81.380","81.400","80.490","34.88K","-0.96%"
"Jan 22, 2014","81.305","81.175","81.335","81.075","15.00K","0.10%"
"Jan 21, 2014","81.226","81.305","81.525","81.145","25.59K","-0.17%"
"Jan 20, 2014","81.362","81.345","81.430","81.175","4.25K","0.00%"
"Jan 17, 2014","81.362","81.045","81.430","81.015","21.14K","0.42%"
"Jan 16, 2014","81.021","81.185","81.205","80.870","21.42K","-0.15%"
"Jan 15, 2014","81.144","80.755","81.255","80.750","23.12K","0.48%"
"Jan 14, 2014","80.756","80.670","80.790","80.540","13.17K","0.18%"
"Jan 13, 2014","80.611","80.745","80.855","80.560","18.58K","-0.18%"
"Jan 10, 2014","80.754","81.085","81.270","80.620","38.73K","-0.47%"
"Jan 09, 2014","81.135","81.215","81.330","80.985","28.07K","-0.03%"
"Jan 08, 2014","81.162","81.065","81.335","80.980","38.07K","0.22%"
"Jan 07, 2014","80.980","80.860","81.105","80.755","24.80K","0.22%"
"Jan 06, 2014","80.806","81.000","81.080","80.690","24.67K","-0.18%"
"Jan 03, 2014","80.955","80.765","81.060","80.640","19.02K","0.21%"
"Jan 02, 2014","80.788","80.430","80.865","80.430","22.42K","0.62%"
"Jan 01, 2014","80.290","80.290","80.290","80.290","-","0.13%"
"Dec 31, 2013","80.189","80.105","80.350","80.090","6.60K","0.08%"
"Dec 30, 2013","80.122","80.415","80.580","80.055","14.14K","-0.52%"
"Dec 27, 2013","80.538","80.600","80.610","79.820","25.25K","-0.14%"
"Dec 26, 2013","80.653","80.675","80.710","80.595","7.23K","-0.03%"
"Dec 24, 2013","80.674","80.655","80.780","80.630","5.61K","0.07%"
"Dec 23, 2013","80.617","80.750","80.750","80.460","18.04K","-0.16%"
"Dec 20, 2013","80.750","80.890","81.005","80.560","23.82K","-0.05%"
"Dec 19, 2013","80.788","80.675","80.835","80.620","21.72K","0.67%"
"Dec 18, 2013","80.248","80.210","80.715","79.500","35.10K","0.04%"
"Dec 17, 2013","80.214","80.275","80.445","80.135","12.53K","0.21%"
"Dec 16, 2013","80.045","80.165","80.175","79.920","1.09K","-0.22%"
"Dec 13, 2013","80.220","80.220","80.420","80.150","12.71K","0.01%"
"Dec 12, 2013","80.208","79.965","80.250","79.850","22.43K","0.40%"
"Dec 11, 2013","79.890","79.990","80.055","79.755","29.72K","-0.09%"
"Dec 10, 2013","79.964","80.155","80.160","79.835","24.11K","-0.22%"
"Dec 09, 2013","80.140","80.230","80.330","80.120","15.63K","-0.22%"
"Dec 06, 2013","80.315","80.305","80.640","80.220","22.55K","0.09%"
"Dec 05, 2013","80.241","80.675","80.845","80.230","33.75K","-0.48%"
"Dec 04, 2013","80.628","80.675","80.930","80.545","23.06K","0.01%"
"Dec 03, 2013","80.618","80.950","81.015","80.510","17.51K","-0.40%"
"Dec 02, 2013","80.942","80.685","80.990","80.510","19.88K","0.35%"
"Nov 29, 2013","80.657","80.565","80.695","80.495","9.81K","-0.11%"
"Nov 28, 2013","80.747","80.745","80.755","80.555","2.84K","0.00%"
"Nov 27, 2013","80.747","80.690","80.815","80.500","16.93K","0.14%"
"Nov 26, 2013","80.638","80.830","80.940","80.620","21.77K","-0.40%"
"Nov 25, 2013","80.963","80.720","81.060","80.670","14.88K","0.27%"
"Nov 22, 2013","80.742","81.040","81.135","80.685","14.67K","-0.46%"
"Nov 21, 2013","81.117","81.190","81.335","81.000","17.61K","-0.07%"
"Nov 20, 2013","81.172","80.620","81.200","80.560","31.44K","0.53%"
"Nov 19, 2013","80.744","80.740","80.875","80.605","14.42K","-0.10%"
"Nov 18, 2013","80.826","80.875","80.965","80.600","13.75K","-0.09%"
"Nov 15, 2013","80.898","81.110","81.210","80.835","14.95K","-0.23%"
"Nov 14, 2013","81.086","80.865","81.270","80.855","18.55K","0.13%"
"Nov 13, 2013","80.983","81.220","81.350","80.800","20.98K","-0.33%"
"Nov 12, 2013","81.252","81.190","81.545","81.080","21.32K","0.06%"
"Nov 11, 2013","81.200","81.380","81.420","81.130","15.26K","-0.23%"
"Nov 08, 2013","81.387","80.955","81.580","80.790","32.56K","0.66%"
"Nov 07, 2013","80.854","80.625","81.565","80.520","42.95K","0.37%"
"Nov 06, 2013","80.559","80.785","80.800","80.455","14.70K","-0.28%"
"Nov 05, 2013","80.787","80.630","80.895","80.575","15.13K","0.18%"
"Nov 04, 2013","80.640","80.810","81.025","80.610","17.47K","-0.21%"
"Nov 01, 2013","80.810","80.330","80.870","80.320","31.32K","0.68%"
"Oct 31, 2013","80.263","79.820","80.355","79.740","26.16K","0.53%"
"Oct 30, 2013","79.837","79.700","79.975","79.485","16.31K","0.21%"
"Oct 29, 2013","79.670","79.385","79.740","79.340","18.07K","0.46%"
"Oct 28, 2013","79.306","79.300","79.445","79.205","10.85K","0.08%"
"Oct 25, 2013","79.246","79.255","79.380","79.060","11.62K","0.00%"
"Oct 24, 2013","79.245","79.355","79.375","79.135","13.68K","-0.11%"
"Oct 23, 2013","79.329","79.310","79.440","79.190","13.44K","0.05%"
"Oct 22, 2013","79.290","79.785","79.860","79.235","20.37K","-0.58%"
"Oct 21, 2013","79.751","79.730","79.875","79.680","11.06K","0.03%"
"Oct 18, 2013","79.727","79.770","79.820","79.550","12.86K","0.01%"
"Oct 17, 2013","79.718","80.635","80.650","79.680","26.22K","-1.05%"
"Oct 16, 2013","80.563","80.585","80.850","80.370","18.32K","0.00%"
"Oct 15, 2013","80.561","80.445","80.800","80.340","25.39K","0.31%"
"Oct 14, 2013","80.311","80.385","80.475","80.200","10.07K","-0.18%"
"Oct 11, 2013","80.452","80.580","80.625","80.340","14.42K","-0.08%"
"Oct 10, 2013","80.517","80.500","80.685","80.395","16.00K","0.06%"
"Oct 09, 2013","80.466","79.970","80.865","79.950","29.22K","0.42%"
"Oct 08, 2013","80.132","80.000","80.170","79.915","15.81K","0.13%"
"Oct 07, 2013","80.026","80.200","80.235","79.970","13.14K","-0.24%"
"Oct 04, 2013","80.220","79.850","80.285","79.780","14.31K","0.47%"
"Oct 03, 2013","79.846","79.935","80.020","79.720","15.64K","-0.18%"
"Oct 02, 2013","79.989","80.290","80.380","79.875","20.80K","-0.33%"
"Oct 01, 2013","80.250","80.350","80.410","79.955","28.64K","-0.09%"
"Sep 30, 2013","80.323","80.460","80.490","80.115","16.35K","-0.07%"
"Sep 27, 2013","80.377","80.650","80.700","80.205","17.03K","-0.32%"
"Sep 26, 2013","80.638","80.485","80.760","80.405","17.85K","0.24%"
"Sep 25, 2013","80.443","80.690","80.740","80.395","19.24K","-0.31%"
"Sep 24, 2013","80.690","80.570","80.745","80.520","15.62K","0.15%"
"Sep 23, 2013","80.571","80.470","80.645","80.395","14.78K","0.03%"
"Sep 20, 2013","80.549","80.450","80.685","80.405","22.69K","0.09%"
"Sep 19, 2013","80.480","80.285","80.560","80.155","36.22K","0.14%"
"Sep 18, 2013","80.367","81.300","81.370","80.170","48.16K","-1.14%"
"Sep 17, 2013","81.295","81.420","81.505","81.245","13.01K","0.28%"
"Sep 16, 2013","81.072","81.160","81.190","81.005","0.61K","-0.46%"
"Sep 13, 2013","81.448","81.535","81.730","81.415","16.04K","-0.05%"
"Sep 12, 2013","81.491","81.490","81.740","81.350","20.72K","-0.04%"
"Sep 11, 2013","81.522","81.830","81.940","81.455","43.84K","-0.36%"
"Sep 10, 2013","81.819","81.835","81.985","81.730","29.33K","0.03%"
"Sep 09, 2013","81.796","82.250","82.330","81.685","31.87K","-0.45%"
"Sep 06, 2013","82.167","82.670","82.700","81.935","39.06K","-0.61%"
"Sep 05, 2013","82.668","82.225","82.710","82.100","44.64K","0.56%"
"Sep 04, 2013","82.205","82.405","82.470","82.105","22.10K","-0.24%"
"Sep 03, 2013","82.401","82.350","82.780","82.280","31.78K","0.32%"
"Sep 02, 2013","82.142","82.120","82.360","82.065","9.81K","0.00%"
"Aug 30, 2013","82.142","82.025","82.325","81.930","27.16K","0.17%"
"Aug 29, 2013","82.003","81.500","82.270","81.420","41.84K","0.66%"
"Aug 28, 2013","81.465","81.165","81.640","81.135","31.64K","0.33%"
"Aug 27, 2013","81.200","81.385","81.615","81.140","34.09K","-0.30%"
"Aug 26, 2013","81.441","81.400","81.555","81.305","16.70K","0.06%"
"Aug 23, 2013","81.392","81.545","81.700","81.245","30.45K","-0.17%"
"Aug 22, 2013","81.531","81.450","81.950","81.410","34.23K","0.38%"
"Aug 21, 2013","81.223","80.945","81.550","80.925","37.47K","0.36%"
"Aug 20, 2013","80.934","81.315","81.380","80.770","30.89K","-0.40%"
"Aug 19, 2013","81.260","81.320","81.415","81.170","21.27K","-0.04%"
"Aug 16, 2013","81.293","81.175","81.440","81.065","25.75K","0.11%"
"Aug 15, 2013","81.207","81.675","81.995","81.115","38.71K","-0.67%"
"Aug 14, 2013","81.758","81.795","81.905","81.660","20.07K","-0.07%"
"Aug 13, 2013","81.815","81.515","81.925","81.435","26.37K","0.54%"
"Aug 12, 2013","81.374","81.195","81.550","81.110","21.12K","0.25%"
"Aug 09, 2013","81.170","81.100","81.225","80.970","18.62K","0.18%"
"Aug 08, 2013","81.027","81.325","81.395","80.895","36.43K","-0.36%"
"Aug 07, 2013","81.323","81.625","81.880","81.270","39.51K","-0.41%"
"Aug 06, 2013","81.658","81.930","82.015","81.560","28.73K","-0.34%"
"Aug 05, 2013","81.936","82.010","82.160","81.810","24.48K","-0.05%"
"Aug 02, 2013","81.978","82.430","82.610","81.900","43.03K","-0.54%"
"Aug 01, 2013","82.427","81.760","82.495","81.690","44.85K","1.09%"
"Jul 31, 2013","81.539","81.930","82.295","81.480","62.80K","-0.46%"
"Jul 30, 2013","81.919","81.805","82.090","81.690","34.46K","0.19%"
"Jul 29, 2013","81.763","81.775","81.935","81.610","27.24K","-0.00%"
"Jul 26, 2013","81.764","81.880","81.920","81.640","25.30K","-0.35%"
"Jul 25, 2013","82.053","82.450","82.500","81.710","26.39K","-0.42%"
"Jul 24, 2013","82.400","82.120","82.515","82.020","34.34K","0.44%"
"Jul 23, 2013","82.040","82.270","82.470","82.010","25.19K","-0.34%"
"Jul 22, 2013","82.317","82.700","82.740","82.130","31.66K","-0.48%"
"Jul 19, 2013","82.711","82.910","83.060","82.620","21.30K","-0.29%"
"Jul 18, 2013","82.955","82.820","83.160","82.760","25.50K","0.14%"
"Jul 17, 2013","82.840","82.685","83.055","82.475","52.42K","0.25%"
"Jul 16, 2013","82.637","83.245","83.270","82.525","32.23K","-0.67%"
